county,county_fips,place,place_fips,state_fips,Unnamed: 0,Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,Extracted Name,name
,,caldwell city,9900,20,2180,Caldwell Police Dept,KS,8,1057.0,2.0,0,0.0,0,2,2.0,0,1.0,1,,,,,,,,,,caldwell,"caldwell, ks"
,,,,20,2181,Caldwell County Sheriff Office,KS,12,,2.0,0,0.0,0,2,97.0,50,40.0,7,,,,,,,,,,caldwell county,"caldwell county, ks"
,,,,20,2182,Calloway County Sheriff Department,KS,12,,6.0,0,0.0,2,4,289.0,133,140.0,16,,,,,,,,,,calloway county,"calloway county, ks"
,,,,20,2183,Calvert City Police Dept,KS,12,2561.0,4.0,0,3.0,0,1,31.0,7,22.0,2,156.2,0.0,117.1,0.0,39.0,1210.5,273.3,859.0,78.1,calvert city,"calvert city, ks"
,,,,20,2184,Campbell County Police Department,KS,12,,17.0,0,6.0,2,9,268.0,94,163.0,11,,,,,,,,,,campbell county,"campbell county, ks"
,,,,20,2185,Campbellsville Police Dept,KS,12,9209.0,26.0,3,0.0,15,8,314.0,84,224.0,6,282.3,32.6,0.0,162.9,86.9,3409.7,912.2,2432.4,65.2,campbellsville,"campbellsville, ks"
,,caney city,10375,20,2186,Caney Police Dept,KS,10,2179.0,0.0,0,0.0,0,0,15.0,5,8.0,2,,,,,,,,,,caney,"caney, ks"
,,canton city,10475,20,2187,Canton Police Dept,KS,10,754.0,0.0,0,0.0,0,0,12.0,7,4.0,1,,,,,,,,,,canton,"canton, ks"
,,carbondale city,10600,20,2188,Carbondale Police Dept,KS,3,1447.0,0.0,0,0.0,0,0,1.0,1,0.0,0,,,,,,,,,,carbondale,"carbondale, ks"
,,,,20,2189,Carlisle City Police Dept,KS,12,1999.0,2.0,0,0.0,1,1,21.0,8,11.0,2,100.1,0.0,0.0,50.0,50.0,1050.5,400.2,550.3,100.1,carlisle city,"carlisle city, ks"
,,,,20,2190,Carlisle County Sheriff Department,KS,12,,1.0,0,0.0,0,1,38.0,15,22.0,1,,,,,,,,,,carlisle county,"carlisle county, ks"
,,,,20,2191,Carroll County Sheriff Department,KS,12,,2.0,0,0.0,0,2,74.0,18,49.0,7,,,,,,,,,,carroll county,"carroll county, ks"
,,,,20,2192,Carrollton Cty Police Dept,KS,12,4021.0,7.0,1,2.0,0,4,81.0,31,46.0,4,174.1,24.9,49.7,0.0,99.5,2014.4,771.0,1144.0,99.5,carrollton cty,"carrollton cty, ks"
,,,,20,2193,Carter County Sheriff Department,KS,12,,1.0,0,0.0,0,1,46.0,23,19.0,4,,,,,,,,,,carter county,"carter county, ks"
,,,,20,2194,Casey County Sheriff Department,KS,12,,2.0,0,0.0,1,1,46.0,25,21.0,0,,,,,,,,,,casey county,"casey county, ks"
,,,,20,2195,Catlettsburg Police Dept,KS,12,1859.0,3.0,0,1.0,0,2,45.0,14,30.0,1,161.4,0.0,53.8,0.0,107.6,2420.7,753.1,1613.8,53.8,catlettsburg,"catlettsburg, ks"
,,,,20,2196,Cave City Police Dept,KS,12,2252.0,5.0,0,1.0,0,4,48.0,19,24.0,5,222.0,0.0,44.4,0.0,177.6,2131.4,843.7,1065.7,222.0,cave city,"cave city, ks"
,,cedar vale city,11450,20,2197,Cedar Vale Police Dept,KS,2,569.0,0.0,0,0.0,0,0,1.0,0,1.0,0,,,,,,,,,,cedar vale,"cedar vale, ks"
,,,,20,2198,Centertown,KS,12,429.0,0.0,0,0.0,0,0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,233.1,0.0,233.1,0.0,centertown,"centertown, ks"
,,,,20,2199,Central Police Dept,KS,12,5955.0,3.0,0,0.0,0,3,86.0,5,76.0,5,50.4,0.0,0.0,0.0,50.4,1444.2,84.0,1276.2,84.0,central,"central, ks"
,,chanute city,12500,20,2200,Chanute Police Dept,KS,12,9131.0,29.0,0,6.0,4,19,501.0,218,273.0,10,317.6,0.0,65.7,43.8,208.1,5486.8,2387.5,2989.8,109.5,chanute,"chanute, ks"
,,chapman city,12550,20,2201,Chapman Police Dept,KS,12,1401.0,0.0,0,0.0,0,0,13.0,3,9.0,1,0.0,0.0,0.0,0.0,0.0,927.9,214.1,642.4,71.4,chapman,"chapman, ks"
chase county,017,,,20,2202,Chase County Sheriff Department,KS,12,,7.0,0,0.0,0,7,45.0,37,7.0,1,,,,,,,,,,chase county,"chase county, ks"
chase county,017,chase city,12650,20,2203,Chase Police Dept,KS,12,478.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chase,"chase, ks"
chautauqua county,019,,,20,2204,Chautauqua County Sheriff Department,KS,12,,3.0,0,0.0,0,3,23.0,9,13.0,1,,,,,,,,,,chautauqua county,"chautauqua county, ks"
,,cheney city,12775,20,2205,Cheney Police Dept,KS,12,2117.0,4.0,0,0.0,0,4,17.0,6,11.0,0,188.9,0.0,0.0,0.0,188.9,803.0,283.4,519.6,0.0,cheney,"cheney, ks"
cherokee county,021,,,20,2206,Cherokee County Sheriff Office,KS,12,,23.0,2,3.0,1,17,268.0,124,122.0,22,,,,,,,,,,cherokee county,"cherokee county, ks"
cherokee county,021,cherokee city,12825,20,2207,Cherokee Police Dept,KS,8,720.0,1.0,0,0.0,1,0,5.0,2,3.0,0,,,,,,,,,,cherokee,"cherokee, ks"
,,cherryvale city,12925,20,2208,Cherryvale Police Dept,KS,7,2342.0,3.0,0,0.0,0,3,18.0,8,10.0,0,,,,,,,,,,cherryvale,"cherryvale, ks"
,,chetopa city,12950,20,2209,Chetopa Police Dept,KS,12,1126.0,2.0,0,0.0,1,1,15.0,7,6.0,2,177.6,0.0,0.0,88.8,88.8,1332.1,621.7,532.9,177.6,chetopa,"chetopa, ks"
cheyenne county,023,,,20,2210,Cheyenne County Sheriff Office,KS,12,,3.0,0,0.0,0,3,24.0,4,19.0,1,,,,,,,,,,cheyenne county,"cheyenne county, ks"
,,,,20,2211,Christian County Sheriff Department,KS,12,,19.0,2,7.0,3,7,403.0,153,233.0,17,,,,,,,,,,christian county,"christian county, ks"
,,claflin city,13425,20,2212,Claflin Police Dept,KS,9,651.0,0.0,0,0.0,0,0,7.0,2,3.0,2,,,,,,,,,,claflin,"claflin, ks"
clark county,025,,,20,2213,Clark County Sheriff Office,KS,12,,3.0,0,0.0,0,3,23.0,7,15.0,1,,,,,,,,,,clark county,"clark county, ks"
clark county,025,,,20,2214,Clark County Sheriff Department,KS,12,,7.0,0,2.0,4,1,263.0,125,123.0,15,,,,,,,,,,clark county,"clark county, ks"
,,,,20,2215,Clarkson Police Dept,KS,12,883.0,0.0,0,0.0,0,0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,113.3,0.0,113.3,0.0,clarkson,"clarkson, ks"
clay county,027,,,20,2216,Clay County Sheriff Department,KS,12,,7.0,0,1.0,0,6,23.0,5,14.0,4,,,,,,,,,,clay county,"clay county, ks"
clay county,027,,,20,2217,Clay County Sheriff Office,KS,12,,11.0,0,0.0,1,10,68.0,24,38.0,6,,,,,,,,,,clay county,"clay county, ks"
,,clay center city,13625,20,2218,Clay Center Police Dept,KS,12,4376.0,8.0,0,2.0,0,6,126.0,39,83.0,4,182.8,0.0,45.7,0.0,137.1,2879.3,891.2,1896.7,91.4,clay center,"clay center, ks"
,,,,20,2219,Clay City (Powell Co) Police Dept,KS,12,1082.0,0.0,0,0.0,0,0,11.0,6,5.0,0,0.0,0.0,0.0,0.0,0.0,1016.6,554.5,462.1,0.0,clay city (powell co),"clay city (powell co), ks"
,,clearwater city,13925,20,2220,Clearwater Police Dept,KS,12,2509.0,3.0,0,0.0,0,3,41.0,15,26.0,0,119.6,0.0,0.0,0.0,119.6,1634.1,597.8,1036.3,0.0,clearwater,"clearwater, ks"
,,,,20,2221,Clinton County Sheriff Department,KS,9,,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,clinton county,"clinton county, ks"
,,,,20,2222,Clinton Police Dept,KS,12,1361.0,0.0,0,0.0,0,0,5.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,367.4,73.5,293.9,0.0,clinton,"clinton, ks"
cloud county,029,,,20,2223,Cloud County Sheriff Department,KS,12,,15.0,0,2.0,0,13,66.0,29,33.0,4,,,,,,,,,,cloud county,"cloud county, ks"
,,,,20,2224,Cloverport Police Dept,KS,12,1168.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloverport,"cloverport, ks"
coffey county,031,,,20,2225,Coffey County Sheriff Office,KS,12,,9.0,0,0.0,0,9,58.0,14,42.0,2,,,,,,,,,,coffey county,"coffey county, ks"
,,coffeyville city,14600,20,2226,Coffeyville Police Dept,KS,12,10189.0,109.0,0,7.0,12,90,532.0,130,387.0,15,1069.8,0.0,68.7,117.8,883.3,5221.3,1275.9,3798.2,147.2,coffeyville,"coffeyville, ks"
,,colby city,14650,20,2227,Colby Police Dept,KS,12,5466.0,12.0,0,3.0,2,7,134.0,24,99.0,11,219.5,0.0,54.9,36.6,128.1,2451.5,439.1,1811.2,201.2,colby,"colby, ks"
,,,,20,2228,Cold Spring Police Dept,KS,12,5968.0,2.0,0,0.0,2,0,208.0,13,192.0,3,33.5,0.0,0.0,33.5,0.0,3485.3,217.8,3217.2,50.3,cold spring,"cold spring, ks"
,,colony city,14950,20,2229,Colony Police Dept,KS,1,407.0,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,colony,"colony, ks"
,,,,20,2230,Columbia Police Dept,KS,12,4468.0,4.0,0,1.0,3,0,47.0,20,24.0,3,89.5,0.0,22.4,67.1,0.0,1051.9,447.6,537.2,67.1,columbia,"columbia, ks"
,,columbus city,15075,20,2231,Columbus Police Dept,KS,12,3295.0,15.0,0,0.0,0,15,72.0,22,48.0,2,455.2,0.0,0.0,0.0,455.2,2185.1,667.7,1456.8,60.7,columbus,"columbus, ks"
,,colwich city,15100,20,2232,Colwich Police Dept,KS,7,1341.0,0.0,0,0.0,0,0,7.0,1,5.0,1,,,,,,,,,,colwich,"colwich, ks"
comanche county,033,,,20,2233,Comanche County Sheriff Department,KS,10,,3.0,0,0.0,0,3,8.0,2,6.0,0,,,,,,,,,,comanche county,"comanche county, ks"
,,concordia city,15200,20,2234,Concordia Police Dept,KS,12,5329.0,30.0,0,7.0,0,23,231.0,59,166.0,6,563.0,0.0,131.4,0.0,431.6,4334.8,1107.1,3115.0,112.6,concordia,"concordia, ks"
,,,,20,2235,Corbin City Police Dept,KS,12,7351.0,16.0,1,3.0,7,5,301.0,87,206.0,8,217.7,13.6,40.8,95.2,68.0,4094.7,1183.5,2802.3,108.8,corbin city,"corbin city, ks"
,,council grove city,15925,20,2236,Council Grove Police Dept,KS,12,2180.0,2.0,0,1.0,0,1,28.0,8,19.0,1,91.7,0.0,45.9,0.0,45.9,1284.4,367.0,871.6,45.9,council grove,"council grove, ks"
,,,,20,2237,Covington Police Dept,KS,12,40914.0,173.0,0,17.0,105,51,1426.0,442,884.0,100,422.8,0.0,41.6,256.6,124.7,3485.4,1080.3,2160.6,244.4,covington,"covington, ks"
cowley county,035,,,20,2238,Cowley County Sheriff Department,KS,12,,37.0,0,2.0,0,35,153.0,49,93.0,11,,,,,,,,,,cowley county,"cowley county, ks"
crawford county,037,,,20,2239,Crawford County Sheriff Office,KS,12,,16.0,0,1.0,0,15,222.0,89,116.0,17,,,,,,,,,,crawford county,"crawford county, ks"
,,,,20,2240,Crittenden County Sheriff Department,KS,12,,1.0,0,0.0,0,1,17.0,7,7.0,3,,,,,,,,,,crittenden county,"crittenden county, ks"
,,,,20,2241,Cumberland City Police Dept,KS,12,2226.0,4.0,0,2.0,0,2,29.0,16,11.0,2,179.7,0.0,89.8,0.0,89.8,1302.8,718.8,494.2,89.8,cumberland city,"cumberland city, ks"
,,,,20,2242,Cumberland County Sheriff Department,KS,12,,1.0,0,0.0,0,1,31.0,23,6.0,2,,,,,,,,,,cumberland county,"cumberland county, ks"
,,,,20,2243,Cynthiana Police Dept,KS,12,6396.0,16.0,0,2.0,6,8,372.0,60,297.0,15,250.2,0.0,31.3,93.8,125.1,5816.1,938.1,4643.5,234.5,cynthiana,"cynthiana, ks"
,,danville city,17000,20,2244,Danville Police Dept,KS,12,16314.0,48.0,2,6.0,21,19,594.0,139,442.0,13,294.2,12.3,36.8,128.7,116.5,3641.0,852.0,2709.3,79.7,danville,"danville, ks"
,,,,20,2245,Daviess County Sheriff Department,KS,12,,16.0,0,4.0,2,10,545.0,143,379.0,23,,,,,,,,,,daviess county,"daviess county, ks"
,,,,20,2246,Dawson Springs Police Dept,KS,12,2769.0,2.0,0,0.0,0,2,31.0,11,17.0,3,72.2,0.0,0.0,0.0,72.2,1119.5,397.3,613.9,108.3,dawson springs,"dawson springs, ks"
,,,,20,2247,Dayton Police Dept,KS,12,5388.0,17.0,0,4.0,6,7,297.0,108,176.0,13,315.5,0.0,74.2,111.4,129.9,5512.2,2004.5,3266.5,241.3,dayton,"dayton, ks"
decatur county,039,,,20,2248,Decatur County Sheriff Department,KS,1,,0.0,0,0.0,0,0,1.0,0,1.0,0,,,,,,,,,,decatur county,"decatur county, ks"
,,derby city,17800,20,2249,Derby Police Dept,KS,12,22393.0,24.0,0,2.0,3,19,522.0,98,399.0,25,107.2,0.0,8.9,13.4,84.8,2331.1,437.6,1781.8,111.6,derby,"derby, ks"
dickinson county,041,,,20,2250,Dickinson County Sheriff Department,KS,12,,11.0,0,0.0,0,11,179.0,100,68.0,11,,,,,,,,,,dickinson county,"dickinson county, ks"
,,dodge city city,18250,20,2251,Dodge City Police Dept,KS,12,28064.0,101.0,2,20.0,15,64,1053.0,240,777.0,36,359.9,7.1,71.3,53.4,228.1,3752.1,855.2,2768.7,128.3,dodge city,"dodge city, ks"
doniphan county,043,,,20,2252,Doniphan County Sheriff Department,KS,12,,5.0,0,1.0,0,4,31.0,13,14.0,4,,,,,,,,,,doniphan county,"doniphan county, ks"
douglas county,045,,,20,2253,Douglas County Sheriff Department,KS,12,,25.0,0,2.0,2,21,172.0,64,99.0,9,,,,,,,,,,douglas county,"douglas county, ks"
,,,,20,2254,Dry Ridge Police Dept,KS,12,2210.0,0.0,0,0.0,0,0,12.0,0,11.0,1,0.0,0.0,0.0,0.0,0.0,543.0,0.0,497.7,45.2,dry ridge,"dry ridge, ks"
,,,,20,2255,Earlington Police Dept,KS,12,1416.0,0.0,0,0.0,0,0,1.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,70.6,0.0,0.0,70.6,earlington,"earlington, ks"
,,eastborough city,19300,20,2256,Eastborough Police Dept,KS,6,781.0,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,eastborough,"eastborough, ks"
,,,,20,2257,Eddyville Police Dept,KS,12,2559.0,0.0,0,0.0,0,0,51.0,5,45.0,1,0.0,0.0,0.0,0.0,0.0,1993.0,195.4,1758.5,39.1,eddyville,"eddyville, ks"
,,,,20,2258,Edgewood Police Dept,KS,12,8633.0,3.0,0,1.0,0,2,129.0,10,109.0,10,34.8,0.0,11.6,0.0,23.2,1494.3,115.8,1262.6,115.8,edgewood,"edgewood, ks"
,,,,20,2259,Edmonson County Sheriff Department,KS,12,,6.0,0,1.0,1,4,68.0,46,19.0,3,,,,,,,,,,edmonson county,"edmonson county, ks"
,,,,20,2260,Edmonton Police Dept,KS,12,1595.0,0.0,0,0.0,0,0,6.0,2,4.0,0,0.0,0.0,0.0,0.0,0.0,376.2,125.4,250.8,0.0,edmonton,"edmonton, ks"
edwards county,047,,,20,2261,Edwards,KS,12,,1.0,0,0.0,0,1,29.0,10,19.0,0,,,,,,,,,,edwards,"edwards, ks"
,,edwardsville city,20000,20,2262,Edwardsville Police Dept,KS,12,4382.0,15.0,1,2.0,3,9,96.0,24,63.0,9,342.3,22.8,45.6,68.5,205.4,2190.8,547.7,1437.7,205.4,edwardsville,"edwardsville, ks"
,,el dorado city,20075,20,2263,El Dorado Police Dept,KS,12,13074.0,57.0,0,7.0,3,47,458.0,127,302.0,29,436.0,0.0,53.5,22.9,359.5,3503.1,971.4,2309.9,221.8,el dorado,"el dorado, ks"
,,,,20,2264,Elizabethtown Police Dept,KS,12,29118.0,37.0,1,9.0,9,18,1083.0,133,911.0,39,127.1,3.4,30.9,30.9,61.8,3719.3,456.8,3128.6,133.9,elizabethtown,"elizabethtown, ks"
elk county,049,,,20,2265,Elk County Sheriff Department,KS,12,,0.0,0,0.0,0,0,34.0,5,25.0,4,,,,,,,,,,elk county,"elk county, ks"
,,elkhart city,20350,20,2266,Elkhart Police Dept,KS,9,2192.0,0.0,0,0.0,0,0,6.0,0,6.0,0,,,,,,,,,,elkhart,"elkhart, ks"
,,,,20,2267,Elkton Police Dept,KS,12,2067.0,3.0,0,1.0,0,2,38.0,18,16.0,4,145.1,0.0,48.4,0.0,96.8,1838.4,870.8,774.1,193.5,elkton,"elkton, ks"
,,ellinwood city,20425,20,2268,Ellinwood Police Dept,KS,12,2154.0,5.0,0,3.0,1,1,54.0,16,35.0,3,232.1,0.0,139.3,46.4,46.4,2507.0,742.8,1624.9,139.3,ellinwood,"ellinwood, ks"
,,,,20,2269,Elliott County Sheriff Office,KS,12,,1.0,0,0.0,0,1,5.0,3,2.0,0,,,,,,,,,,elliott county,"elliott county, ks"
ellis county,051,,,20,2270,Ellis County Sheriff Department,KS,12,,8.0,0,1.0,0,7,89.0,32,51.0,6,,,,,,,,,,ellis county,"ellis county, ks"
ellis county,051,ellis city,20450,20,2271,Ellis Police Dept,KS,11,2094.0,2.0,0,0.0,0,2,7.0,1,6.0,0,,,,,,,,,,ellis,"ellis, ks"
ellsworth county,053,,,20,2272,Ellsworth County Sheriff Department,KS,12,,6.0,0,0.0,0,6,38.0,9,29.0,0,,,,,,,,,,ellsworth county,"ellsworth county, ks"
ellsworth county,053,ellsworth city,20500,20,2273,Ellsworth Police Dept,KS,12,3129.0,3.0,0,1.0,0,2,56.0,20,34.0,2,95.9,0.0,32.0,0.0,63.9,1789.7,639.2,1086.6,63.9,ellsworth,"ellsworth, ks"
,,,,20,2274,Elsmere City Police Dept,KS,12,8509.0,25.0,0,4.0,8,13,211.0,60,141.0,10,293.8,0.0,47.0,94.0,152.8,2479.7,705.1,1657.1,117.5,elsmere city,"elsmere city, ks"
,,elwood city,20950,20,2275,Elwood Police Dept,KS,12,1229.0,10.0,0,1.0,0,9,32.0,12,15.0,5,813.7,0.0,81.4,0.0,732.3,2603.7,976.4,1220.5,406.8,elwood,"elwood, ks"
,,,,20,2276,Eminence Police Dept,KS,12,2508.0,1.0,0,0.0,0,1,43.0,10,33.0,0,39.9,0.0,0.0,0.0,39.9,1714.5,398.7,1315.8,0.0,eminence,"eminence, ks"
,,emporia city,21275,20,2277,Emporia Police Dept,KS,12,25099.0,57.0,0,24.0,7,26,831.0,132,673.0,26,227.1,0.0,95.6,27.9,103.6,3310.9,525.9,2681.4,103.6,emporia,"emporia, ks"
,,enterprise city,21425,20,2278,Enterprise Police Dept,KS,8,858.0,0.0,0,0.0,0,0,15.0,2,12.0,1,,,,,,,,,,enterprise,"enterprise, ks"
,,erie city,21500,20,2279,Erie Police Dept,KS,5,1151.0,0.0,0,0.0,0,0,3.0,1,1.0,1,,,,,,,,,,erie,"erie, ks"
,,,,20,2280,Erlanger Police Dept,KS,12,22034.0,26.0,1,6.0,11,8,600.0,88,481.0,31,118.0,4.5,27.2,49.9,36.3,2723.1,399.4,2183.0,140.7,erlanger,"erlanger, ks"
,,eskridge city,21650,20,2281,Eskridge,KS,11,534.0,0.0,0,0.0,0,0,1.0,0,1.0,0,,,,,,,,,,eskridge,"eskridge, ks"
,,,,20,2282,Estill County Sheriff Department,KS,12,,1.0,0,0.0,1,0,44.0,18,19.0,7,,,,,,,,,,estill county,"estill county, ks"
,,eudora city,21675,20,2283,Eudora Police Dept,KS,12,6249.0,17.0,0,3.0,0,14,79.0,20,57.0,2,272.0,0.0,48.0,0.0,224.0,1264.2,320.1,912.1,32.0,eudora,"eudora, ks"
,,,,20,2284,Evarts City Police Dept,KS,12,959.0,1.0,0,0.0,0,1,16.0,9,7.0,0,104.3,0.0,0.0,0.0,104.3,1668.4,938.5,729.9,0.0,evarts city,"evarts city, ks"
,,fairway city,22700,20,2285,Fairway Police Dept,KS,12,3965.0,2.0,0,1.0,1,0,28.0,5,22.0,1,50.4,0.0,25.2,25.2,0.0,706.2,126.1,554.9,25.2,fairway,"fairway, ks"
,,,,20,2286,Falmouth Police Dept,KS,12,2152.0,4.0,0,0.0,3,1,57.0,23,33.0,1,185.9,0.0,0.0,139.4,46.5,2648.7,1068.8,1533.5,46.5,falmouth,"falmouth, ks"
,,,,20,2287,Ferguson Police Dept,KS,12,934.0,0.0,0,0.0,0,0,2.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,214.1,0.0,214.1,0.0,ferguson,"ferguson, ks"
finney county,055,,,20,2288,Finney County Sheriff Department,KS,12,,37.0,0,8.0,3,26,200.0,57,137.0,6,,,,,,,,,,finney county,"finney county, ks"
,,,,20,2289,Flat Woods Police Dept,KS,12,7431.0,2.0,0,0.0,1,1,53.0,31,18.0,4,26.9,0.0,0.0,13.5,13.5,713.2,417.2,242.2,53.8,flat woods,"flat woods, ks"
,,,,20,2290,Fleming County Sheriff Department,KS,12,,1.0,0,0.0,0,1,19.0,10,6.0,3,,,,,,,,,,fleming county,"fleming county, ks"
,,,,20,2291,Flemingsburg Police Dept,KS,12,2693.0,1.0,0,0.0,0,1,55.0,11,42.0,2,37.1,0.0,0.0,0.0,37.1,2042.3,408.5,1559.6,74.3,flemingsburg,"flemingsburg, ks"
,,florence city,23600,20,2292,Florence Police Dept,KS,5,463.0,0.0,0,0.0,0,0,1.0,0,1.0,0,,,,,,,,,,florence,"florence, ks"
,,florence city,23600,20,2293,Florence City Police Dept,KS,12,30765.0,89.0,0,15.0,48,26,1629.0,191,1369.0,69,289.3,0.0,48.8,156.0,84.5,5295.0,620.8,4449.9,224.3,florence city,"florence city, ks"
,,,,20,2294,Floyd County Sheriff Office,KS,12,,1.0,0,0.0,0,1,71.0,20,45.0,6,,,,,,,,,,floyd county,"floyd county, ks"
ford county,057,,,20,2295,Ford County Sheriff Department,KS,12,,25.0,0,0.0,1,24,124.0,57,62.0,5,,,,,,,,,,ford county,"ford county, ks"
,,,,20,2296,Fort Mitchell Police Dept,KS,12,8264.0,3.0,0,0.0,2,1,180.0,38,137.0,5,36.3,0.0,0.0,24.2,12.1,2178.1,459.8,1657.8,60.5,fort mitchell,"fort mitchell, ks"
,,fort scott city,24000,20,2297,Fort Scott Police Dept,KS,12,8031.0,51.0,0,5.0,1,45,344.0,79,246.0,19,635.0,0.0,62.3,12.5,560.3,4283.4,983.7,3063.1,236.6,fort scott,"fort scott, ks"
,,,,20,2298,City Of Fort Thomas Police Dept,KS,12,16478.0,2.0,0,1.0,1,0,196.0,43,145.0,8,12.1,0.0,6.1,6.1,0.0,1189.5,261.0,880.0,48.5,city of fort thomas,"city of fort thomas, ks"
,,,,20,2299,Fort Wright Police Dept,KS,12,5764.0,9.0,0,0.0,8,1,332.0,29,295.0,8,156.1,0.0,0.0,138.8,17.3,5759.9,503.1,5118.0,138.8,fort wright,"fort wright, ks"
,,frankfort city,24275,20,2300,Frankfort Police Dept,KS,1,722.0,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,frankfort,"frankfort, ks"
,,frankfort city,24275,20,2301,Frankfort Police Dept,KS,12,25648.0,132.0,1,13.0,63,55,1267.0,334,875.0,58,514.7,3.9,50.7,245.6,214.4,4940.0,1302.2,3411.6,226.1,frankfort,"frankfort, ks"
franklin county,059,,,20,2302,Franklin County Sheriff Office,KS,12,,29.0,0,3.0,1,25,224.0,87,122.0,15,,,,,,,,,,franklin county,"franklin county, ks"
franklin county,059,,,20,2303,Franklin County Sheriff Department,KS,12,,18.0,1,2.0,4,11,311.0,95,196.0,20,,,,,,,,,,franklin county,"franklin county, ks"
franklin county,059,franklin cdp,24325,20,2304,Franklin Police Dept,KS,12,8453.0,22.0,1,5.0,10,6,333.0,86,236.0,11,260.3,11.8,59.2,118.3,71.0,3939.4,1017.4,2791.9,130.1,franklin,"franklin, ks"
,,fredonia city,24575,20,2305,Fredonia Police Dept,KS,2,2468.0,0.0,0,0.0,0,0,0.0,0,0.0,0,,,,,,,,,,fredonia,"fredonia, ks"
,,frontenac city,24850,20,2306,Frontenac Police Dept,KS,12,3463.0,8.0,0,2.0,0,6,75.0,30,39.0,6,231.0,0.0,57.8,0.0,173.3,2165.8,866.3,1126.2,173.3,frontenac,"frontenac, ks"
,,,,20,2307,Fulton County Sheriff Department,KS,12,,1.0,0,0.0,0,1,31.0,11,19.0,1,,,,,,,,,,fulton county,"fulton county, ks"
,,fulton city,24925,20,2308,Fulton Police Dept,KS,12,2428.0,7.0,0,2.0,4,1,106.0,22,82.0,2,288.3,0.0,82.4,164.7,41.2,4365.7,906.1,3377.3,82.4,fulton,"fulton, ks"
,,galena city,25100,20,2309,Galena Police Dept,KS,12,3070.0,17.0,0,2.0,1,14,187.0,56,121.0,10,553.7,0.0,65.1,32.6,456.0,6091.2,1824.1,3941.4,325.7,galena,"galena, ks"
,,,,20,2310,Gallatin County Sheriff Department,KS,12,,5.0,0,0.0,0,5,77.0,41,30.0,6,,,,,,,,,,gallatin county,"gallatin county, ks"
,,,,20,2311,Gamaliel Police Dept,KS,12,377.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gamaliel,"gamaliel, ks"
,,garden city city,25325,20,2312,Garden City Police Dept,KS,12,27017.0,115.0,0,10.0,9,96,764.0,85,655.0,24,425.7,0.0,37.0,33.3,355.3,2827.8,314.6,2424.4,88.8,garden city,"garden city, ks"
,,garden plain city,25375,20,2313,Garden Plain Police Dept,KS,10,857.0,0.0,0,0.0,0,0,2.0,0,2.0,0,,,,,,,,,,garden plain,"garden plain, ks"
,,,,20,2314,Gardner Dept Of Public Safety,KS,12,19532.0,35.0,0,5.0,2,28,343.0,68,258.0,17,179.2,0.0,25.6,10.2,143.4,1756.1,348.1,1320.9,87.0,gardner dept of public safety,"gardner dept of public safety, ks"
,,garnett city,25925,20,2315,Garnett Police Dept,KS,12,3419.0,8.0,0,0.0,0,8,109.0,26,80.0,3,234.0,0.0,0.0,0.0,234.0,3188.1,760.5,2339.9,87.7,garnett,"garnett, ks"
,,,,20,2316,Garrard County Sheriff Department,KS,12,,1.0,0,0.0,0,1,39.0,16,20.0,3,,,,,,,,,,garrard county,"garrard county, ks"
geary county,061,,,20,2317,Geary County Sheriff Department,KS,12,,16.0,0,1.0,0,15,40.0,9,29.0,2,,,,,,,,,,geary county,"geary county, ks"
,,geneseo city,26075,20,2318,Geneseo Police Dept,KS,10,267.0,0.0,0,0.0,0,0,1.0,1,0.0,0,,,,,,,,,,geneseo,"geneseo, ks"
,,,,20,2319,Georgetown Police Dept,KS,12,29765.0,171.0,0,21.0,29,121,1089.0,213,829.0,47,574.5,0.0,70.6,97.4,406.5,3658.7,715.6,2785.2,157.9,georgetown,"georgetown, ks"
,,girard city,26300,20,2320,Girard Police Dept,KS,12,2810.0,6.0,0,1.0,0,5,51.0,9,41.0,1,213.5,0.0,35.6,0.0,177.9,1814.9,320.3,1459.1,35.6,girard,"girard, ks"
